cell	feat	expr_ev	expr_sd	expr_map	expr_ci_lower	expr_ci_upper	expr_naive
1	TRPC6	2.98	2.1446	1	0	10	2
1	ZFPM2	1.07	1.4878	0	0	19	0
1	KAT6A	2.97	2.1378	1	0	10	2
1	CIC	1.07	1.4929	0	0	19	0
1	REV3L	8.70	3.4216	7	3	17	8
1	PTPLAD2	1.07	1.4878	0	0	19	0
1	ZNF252P	2.98	2.1443	1	0	10	2
1	C7orf41	1.08	1.4981	0	0	19	0
1	ALPK1	2.97	2.1378	1	0	10	2
1	ERCC6L	1.08	1.4981	0	0	19	0
1	OFD1	2.97	2.1379	1	0	10	2
1	LPHN3	1.07	1.4929	0	0	19	0
1	AP1G2	1.07	1.4878	0	0	19	0
1	RAPGEF1	1.07	1.4879	0	0	19	0
1	NPC1	6.76	3.0470	5	1	13	6
1	NOL6	1.07	1.4878	0	0	19	0
1	FNIP1	1.07	1.4930	0	0	19	0
1	PRKCA	1.08	1.4982	0	0	19	0
1	CTCF	1.07	1.4878	0	0	19	0
1	APH1B	1.07	1.4877	0	0	19	0
1	CD2AP	1.07	1.4929	0	0	19	0
1	CEP85	2.97	2.1377	1	0	10	2
1	AGO4	1.07	1.4878	0	0	19	0
1	FAM212B	2.97	2.1378	1	0	10	2
1	EFNB2	2.99	2.1511	1	0	10	2
1	ZNF445	1.07	1.4878	0	0	19	0
1	TRAPPC9	1.07	1.4877	0	0	19	0
1	HELZ2	1.07	1.4878	0	0	19	0
1	TBC1D16	1.07	1.4878	0	0	19	0
1	TCOF1	1.07	1.4878	0	0	19	0
1	N6AMT1	1.07	1.4930	0	0	19	0
1	ARID4A	1.07	1.4930	0	0	19	0
1	ERN1	1.07	1.4930	0	0	19	0
1	ZBTB41	1.07	1.4930	0	0	19	0
1	NAPEPLD	1.07	1.4929	0	0	19	0
1	TRIM62	1.07	1.4929	0	0	19	0
1	ESCO1	1.07	1.4878	0	0	19	0
1	CNTN3	1.07	1.4877	0	0	19	0
1	STAT5B	2.97	2.1377	1	0	10	2
1	RP11-121C2.2	2.97	2.1378	1	0	10	2
1	DHX57	1.07	1.4930	0	0	19	0
1	ZNF304	4.86	2.6320	3	0	10	4
1	NPAT	1.07	1.4878	0	0	19	0
1	ZNF142	4.86	2.6319	3	0	10	4
1	AKAP13	1.07	1.4930	0	0	19	0
1	GMEB2	1.07	1.4929	0	0	19	0
1	PTPRU	1.07	1.4930	0	0	19	0
1	UBR5	8.66	3.4117	7	2	15	8
1	DOCK5	1.07	1.4929	0	0	19	0
1	GSE1	2.97	2.1379	1	0	10	2
1	ZFC3H1	2.97	2.1378	1	0	10	2
1	PAXIP1	2.98	2.1444	1	0	10	2
1	NUP205	2.97	2.1377	1	0	10	2
1	DISP1	1.08	1.4981	0	0	19	0
1	HSPA4L	1.08	1.5034	0	0	20	0
1	TADA2B	1.08	1.4981	0	0	19	0
1	ANPEP	3.01	2.1578	1	0	10	2
1	AMOTL1	22.04	5.3191	21	12	33	21
1	KIF18B	1.07	1.4878	0	0	19	0
1	POLD3	2.97	2.1377	1	0	10	2
1	CHST3	1.07	1.4878	0	0	19	0
1	JARID2	1.08	1.4982	0	0	19	0
1	SPRY4	1.07	1.4930	0	0	19	0
1	FHOD1	1.07	1.4878	0	0	19	0
1	QTRTD1	2.97	2.1378	1	0	10	2
1	SEMA4F	1.07	1.4879	0	0	19	0
1	ALMS1	1.07	1.4878	0	0	19	0
1	EXOC2	2.97	2.1379	1	0	10	2
1	FOSB	2.97	2.1379	1	0	10	2
1	GPRIN1	1.07	1.4878	0	0	19	0
1	MAML2	2.97	2.1378	1	0	10	2
1	BIRC3	1.07	1.4878	0	0	19	0
1	ZSCAN22	1.07	1.4929	0	0	19	0
1	E2F3	1.07	1.4877	0	0	19	0
1	ASAP3	1.07	1.4877	0	0	19	0
1	ZNF526	1.07	1.4877	0	0	19	0
1	KPNA4	1.07	1.4878	0	0	19	0
1	BRWD1	1.07	1.4929	0	0	19	0
1	TAF2	4.86	2.6320	3	0	10	4
1	CD109	1.08	1.4981	0	0	19	0
1	RIPK1	1.07	1.4930	0	0	19	0
1	KDM3B	8.70	3.4215	7	3	17	8
1	BMPER	2.97	2.1379	1	0	10	2
1	POLQ	1.08	1.5034	0	0	20	0
1	SUGP2	2.98	2.1444	1	0	10	2
1	UBE2O	1.07	1.4929	0	0	19	0
1	KIF14	2.97	2.1378	1	0	10	2
1	SLC12A6	6.76	3.0469	5	1	13	6
1	DZIP3	1.07	1.4930	0	0	19	0
1	GM2A	1.07	1.4930	0	0	19	0
1	IFT122	2.97	2.1379	1	0	10	2
1	KNTC1	2.97	2.1379	1	0	10	2
1	MCM2	1.07	1.4878	0	0	19	0
1	DGKI	1.07	1.4878	0	0	19	0
1	RFX5	2.98	2.1443	1	0	10	2
1	KIDINS220	1.07	1.4879	0	0	19	0
1	ITPRIPL2	1.07	1.4930	0	0	19	0
1	HIVEP1	1.08	1.5035	0	0	20	0
1	SIN3A	1.07	1.4930	0	0	19	0
1	BRPF1	1.07	1.4878	0	0	19	0
1	XPO5	1.07	1.4877	0	0	19	0
1	RAI1	1.08	1.4981	0	0	19	0
1	MYCBP2	4.91	2.6475	3	0	10	4
1	LYRM7	2.99	2.1510	1	0	10	2
1	NUFIP2	2.97	2.1378	1	0	10	2
1	WDHD1	1.07	1.4929	0	0	19	0
1	ZZEF1	2.97	2.1379	1	0	10	2
1	CDAN1	1.07	1.4929	0	0	19	0
1	NFX1	2.98	2.1445	1	0	10	2
1	ORC2	1.07	1.4930	0	0	19	0
1	TRERF1	1.07	1.4930	0	0	19	0
1	NUDT16	1.07	1.4879	0	0	19	0
1	KIAA0355	1.07	1.4878	0	0	19	0
1	LPIN1	1.07	1.4929	0	0	19	0
1	SBNO1	2.97	2.1378	1	0	10	2
1	GTF3C2	4.87	2.6321	3	0	10	4
1	DPYD	1.07	1.4930	0	0	19	0
1	ABCC10	1.07	1.4878	0	0	19	0
1	ARHGEF3	1.08	1.4981	0	0	19	0
1	SHROOM2	6.82	3.0646	5	1	13	6
1	LRCH2	1.07	1.4878	0	0	19	0
1	ABHD13	1.08	1.4981	0	0	19	0
1	HECTD3	2.98	2.1444	1	0	10	2
1	KDM4A	4.86	2.6320	3	0	10	4
1	UBL3	1.07	1.4879	0	0	19	0
1	WDR5B	1.07	1.4878	0	0	19	0
1	GUF1	2.97	2.1378	1	0	10	2
1	SHC4	1.07	1.4929	0	0	19	0
1	BAIAP2L1	1.07	1.4878	0	0	19	0
1	SLC9A6	3.01	2.1577	1	0	10	2
1	PCMTD2	1.08	1.4981	0	0	19	0
1	TEX2	2.98	2.1446	1	0	10	2
1	NPR2	2.98	2.1444	1	0	10	2
1	TUBGCP5	1.07	1.4878	0	0	19	0
1	TTLL4	1.07	1.4930	0	0	19	0
1	VCPIP1	1.08	1.4981	0	0	19	0
1	KIAA2018	2.97	2.1378	1	0	10	2
1	PAPOLG	1.08	1.4981	0	0	19	0
1	CBX2	1.07	1.4929	0	0	19	0
1	SIPA1L2	3.01	2.1577	1	0	10	2
1	TDRD7	1.07	1.4878	0	0	19	0
1	SLC30A4	1.07	1.4878	0	0	19	0
1	FASN	1.07	1.4878	0	0	19	0
1	THADA	1.07	1.4930	0	0	19	0
1	GID4	4.86	2.6320	3	0	10	4
1	ARHGEF9	2.97	2.1377	1	0	10	2
1	CDC25A	2.97	2.1378	1	0	10	2
1	GDF11	1.07	1.4930	0	0	19	0
1	HAS2	1.07	1.4878	0	0	19	0
1	PAPD7	1.07	1.4877	0	0	19	0
1	CEP170P1	1.08	1.4981	0	0	19	0
1	SLC1A1	1.07	1.4878	0	0	19	0
1	PIK3R1	1.07	1.4930	0	0	19	0
1	MANEA	4.86	2.6319	3	0	10	4
1	RNASEL	1.07	1.4930	0	0	19	0
1	ZSWIM6	1.07	1.4878	0	0	19	0
1	DIP2C	6.76	3.0469	5	1	13	6
1	DMXL1	1.07	1.4878	0	0	19	0
1	ZNF614	1.08	1.5035	0	0	20	0
1	ARHGEF10L	1.07	1.4877	0	0	19	0
1	URGCP	1.07	1.4930	0	0	19	0
1	RBM26	2.97	2.1379	1	0	10	2
1	IPO9	1.07	1.4930	0	0	19	0
1	AKAP8	1.07	1.4929	0	0	19	0
1	SIPA1L3	2.98	2.1444	1	0	10	2
1	UST	1.08	1.4981	0	0	19	0
1	AGL	1.08	1.4981	0	0	19	0
1	USP6NL	2.98	2.1444	1	0	10	2
1	CRY2	1.07	1.4930	0	0	19	0
1	PRDM2	2.97	2.1379	1	0	10	2
1	CTPS2	2.97	2.1379	1	0	10	2
1	CDKL5	1.07	1.4878	0	0	19	0
1	SACS	1.07	1.4879	0	0	19	0
1	HPS4	1.07	1.4877	0	0	19	0
1	TMPPE	1.07	1.4929	0	0	19	0
1	GEMIN4	1.07	1.4878	0	0	19	0
1	HPS5	1.07	1.4930	0	0	19	0
1	DMXL2	1.07	1.4929	0	0	19	0
1	DSEL	1.07	1.4930	0	0	19	0
1	TOPORS	1.07	1.4929	0	0	19	0
1	MDN1	1.07	1.4878	0	0	19	0
1	KANK1	1.08	1.5033	0	0	20	0
1	MAP3K14	1.07	1.4879	0	0	19	0
1	CHD8	2.97	2.1379	1	0	10	2
1	ATP11A	2.97	2.1378	1	0	10	2
1	DCBLD1	2.97	2.1379	1	0	10	2
1	BRCA2	1.07	1.4878	0	0	19	0
1	TOP3A	1.07	1.4878	0	0	19	0
1	JRK	1.08	1.4981	0	0	19	0
1	ARHGEF6	2.97	2.1377	1	0	10	2
1	MCM9	1.07	1.4877	0	0	19	0
1	ZDHHC21	1.07	1.4929	0	0	19	0
1	COL7A1	4.86	2.6319	3	0	10	4
1	USP19	1.07	1.4878	0	0	19	0
1	TMEM57	2.97	2.1378	1	0	10	2
1	DUSP16	1.07	1.4877	0	0	19	0
1	NUP155	2.98	2.1444	1	0	10	2
1	ANKFY1	2.98	2.1445	1	0	10	2
1	PDGFD	1.07	1.4877	0	0	19	0
1	NUP214	1.08	1.4980	0	0	19	0
1	UBXN2B	1.08	1.4981	0	0	19	0
1	GOLGA8A	1.07	1.4930	0	0	19	0
1	LMTK2	1.07	1.4878	0	0	19	0
1	DHX38	4.89	2.6398	3	0	10	4
1	ANGEL1	1.07	1.4929	0	0	19	0
1	DIEXF	4.86	2.6319	3	0	10	4
1	TANGO6	1.07	1.4878	0	0	19	0
1	ZNF407	2.97	2.1378	1	0	10	2
1	FAM131B	1.07	1.4930	0	0	19	0
1	ERVK13-1	1.08	1.4980	0	0	19	0
1	TOR4A	2.98	2.1444	1	0	10	2
1	AFAP1L1	1.07	1.4930	0	0	19	0
1	DGKQ	1.07	1.4878	0	0	19	0
1	LRRK1	2.98	2.1445	1	0	10	2
1	C11orf95	1.07	1.4930	0	0	19	0
1	WDR7	1.07	1.4878	0	0	19	0
1	CLUH	1.07	1.4877	0	0	19	0
1	CREBBP	18.23	4.8532	17	9	28	17
1	SNPH	1.07	1.4930	0	0	19	0
1	ANKRD32	1.07	1.4877	0	0	19	0
1	BRI3BP	1.07	1.4930	0	0	19	0
1	LRP4	1.07	1.4878	0	0	19	0
1	HSPA12A	1.07	1.4930	0	0	19	0
1	PLD2	1.07	1.4929	0	0	19	0
1	KCNMA1	1.07	1.4878	0	0	19	0
1	POLR3A	1.07	1.4878	0	0	19	0
1	DIP2B	1.07	1.4878	0	0	19	0
1	SMC6	1.07	1.4929	0	0	19	0
1	SPTBN1	8.70	3.4215	7	3	17	8
1	PRDM4	2.97	2.1379	1	0	10	2
1	TP53BP1	2.98	2.1443	1	0	10	2
1	LMBRD2	2.97	2.1378	1	0	10	2
1	APC	1.07	1.4878	0	0	19	0
1	LIG4	1.07	1.4879	0	0	19	0
1	FOXJ2	2.97	2.1378	1	0	10	2
1	BRD1	4.87	2.6321	3	0	10	4
1	USP38	2.98	2.1444	1	0	10	2
1	SV2A	2.97	2.1378	1	0	10	2
1	SERTAD2	2.97	2.1380	1	0	10	2
1	SLC41A2	1.07	1.4879	0	0	19	0
1	TTF2	1.07	1.4878	0	0	19	0
1	UBR1	2.97	2.1379	1	0	10	2
1	ZNF25	1.07	1.4878	0	0	19	0
1	AHNAK2	1.08	1.4981	0	0	19	0
1	STYX	2.97	2.1377	1	0	10	2
1	SAMD9L	1.07	1.4930	0	0	19	0
1	IGF2R	6.76	3.0470	5	1	13	6
1	MSH3	4.91	2.6475	3	0	10	4
1	UBR2	1.08	1.5033	0	0	20	0
1	TMED8	1.07	1.4930	0	0	19	0
1	OSBPL5	4.86	2.6318	3	0	10	4
1	EHBP1L1	2.98	2.1444	1	0	10	2
1	PIK3CD	1.07	1.4930	0	0	19	0
1	SPTAN1	23.84	5.5220	22	13	35	23
1	QSER1	2.97	2.1378	1	0	10	2
1	FAM83G	4.89	2.6398	3	0	10	4
1	NLRX1	1.07	1.4930	0	0	19	0
1	LRP5	1.07	1.4878	0	0	19	0
1	SLC9A5	1.07	1.4878	0	0	19	0
1	NCOA6	1.07	1.4877	0	0	19	0
1	BDP1	2.99	2.1510	1	0	10	2
1	IQCE	1.08	1.4981	0	0	19	0
1	DHX34	1.07	1.4929	0	0	19	0
1	CHD6	2.97	2.1378	1	0	10	2
1	SMAD9	6.79	3.0559	5	1	13	6
1	WRN	2.97	2.1379	1	0	10	2
1	NCKAP5L	1.07	1.4878	0	0	19	0
1	FAM179B	2.99	2.1511	1	0	10	2
1	MAGI3	1.08	1.5034	0	0	20	0
1	IQGAP3	1.07	1.4930	0	0	19	0
1	TTPAL	1.07	1.4878	0	0	19	0
1	PCNX	6.79	3.0557	5	1	13	6
1	NES	1.07	1.4930	0	0	19	0
1	BICD2	2.97	2.1378	1	0	10	2
1	RPAP1	1.08	1.4981	0	0	19	0
1	PPRC1	2.98	2.1443	1	0	10	2
1	FAM53C	1.08	1.4982	0	0	19	0
1	ZFP28	2.98	2.1444	1	0	10	2
1	SETD2	1.08	1.4981	0	0	19	0
1	MBLAC2	1.07	1.4878	0	0	19	0
1	ITGB8	1.07	1.4929	0	0	19	0
1	ZNF521	10.56	3.7413	9	4	19	9
1	HEXIM1	1.07	1.4879	0	0	19	0
1	RAB3B	1.07	1.4877	0	0	19	0
1	LTBP2	2.97	2.1379	1	0	10	2
1	ZBTB5	4.89	2.6396	3	0	10	4
1	CEP250	4.86	2.6318	3	0	10	4
1	SPAST	2.98	2.1444	1	0	10	2
1	CEP192	1.07	1.4878	0	0	19	0
1	LSS	2.99	2.1511	1	0	10	2
1	CUL7	2.97	2.1377	1	0	10	2
1	MCUR1	2.97	2.1378	1	0	10	2
1	TNFAIP3	1.07	1.4930	0	0	19	0
1	USP9X	12.51	4.0554	11	5	21	11
1	THSD4	2.97	2.1378	1	0	10	2
1	LPIN3	1.07	1.4878	0	0	19	0
1	MLLT4	1.07	1.4878	0	0	19	0
1	KLF13	1.07	1.4878	0	0	19	0
1	LRIF1	1.07	1.4878	0	0	19	0
1	FAM63B	4.86	2.6319	3	0	10	4
1	KIF7	1.08	1.4980	0	0	19	0
1	MAP3K5	1.08	1.4981	0	0	19	0
1	ITSN2	2.98	2.1444	1	0	10	2
1	FYCO1	1.07	1.4929	0	0	19	0
1	KDM1B	2.98	2.1443	1	0	10	2
1	PIK3CA	2.99	2.1510	1	0	10	2
1	DOCK7	14.35	4.3257	13	6	23	13
1	KIAA1551	1.07	1.4929	0	0	19	0
1	NSD1	1.08	1.5035	0	0	20	0
1	NCOA1	1.07	1.4877	0	0	19	0
1	C17orf51	1.07	1.4877	0	0	19	0
1	ZBTB6	1.08	1.4980	0	0	19	0
1	ZHX3	2.97	2.1379	1	0	10	2
1	NF1	1.07	1.4878	0	0	19	0
1	PRMT10	1.07	1.4878	0	0	19	0
1	GLTSCR1L	1.07	1.4878	0	0	19	0
1	INPP4A	1.07	1.4878	0	0	19	0
1	CLTCL1	1.07	1.4878	0	0	19	0
1	RNF169	1.07	1.4931	0	0	19	0
1	PDPK1	2.98	2.1445	1	0	10	2
1	PHLPP1	1.07	1.4929	0	0	19	0
1	VASH1	1.08	1.5035	0	0	20	0
1	SMCR8	1.07	1.4878	0	0	19	0
1	ANKRD26	1.07	1.4929	0	0	19	0
1	RP11-473I1.10	1.08	1.4982	0	0	19	0
1	UBOX5	1.07	1.4878	0	0	19	0
1	UBE4B	1.07	1.4930	0	0	19	0
1	SLC4A8	1.07	1.4929	0	0	19	0
1	SNIP1	1.07	1.4878	0	0	19	0
1	SP4	1.09	1.5086	0	0	20	0
1	EGFR	12.45	4.0439	11	5	21	11
1	DIAPH1	1.07	1.4878	0	0	19	0
1	WDR62	1.07	1.4878	0	0	19	0
1	FITM2	2.97	2.1378	1	0	10	2
1	FTSJD2	1.07	1.4929	0	0	19	0
1	WDR37	2.97	2.1377	1	0	10	2
1	INTS1	1.07	1.4929	0	0	19	0
1	HCFC1	1.07	1.4877	0	0	19	0
1	BRIP1	6.76	3.0468	5	1	13	6
1	C10orf12	2.97	2.1377	1	0	10	2
1	URB1	1.07	1.4929	0	0	19	0
1	FOXM1	8.66	3.4118	7	2	15	8
1	MED15	1.07	1.4930	0	0	19	0
1	ARL10	1.07	1.4930	0	0	19	0
1	ZNF687	1.08	1.4981	0	0	19	0
1	DENND6A	4.86	2.6318	3	0	10	4
1	CASC7	1.07	1.4878	0	0	19	0
1	SCN3A	1.08	1.4982	0	0	19	0
1	PER3	1.07	1.4878	0	0	19	0
1	NUMA1	6.76	3.0469	5	1	13	6
1	TRIM37	1.07	1.4878	0	0	19	0
1	USPL1	1.07	1.4878	0	0	19	0
1	AP4E1	1.07	1.4930	0	0	19	0
1	AVL9	2.98	2.1444	1	0	10	2
1	TPCN1	1.07	1.4877	0	0	19	0
1	DIS3L	6.76	3.0470	5	1	13	6
1	FAM178A	4.86	2.6318	3	0	10	4
1	RP11-566E18.3	1.07	1.4929	0	0	19	0
1	SLC35B4	1.07	1.4877	0	0	19	0
1	BAG5	1.07	1.4929	0	0	19	0
1	EVC2	1.07	1.4929	0	0	19	0
1	RP11-350F4.2	1.07	1.4929	0	0	19	0
1	WDR81	2.97	2.1377	1	0	10	2
1	RWDD2A	1.07	1.4929	0	0	19	0
1	POGZ	2.97	2.1378	1	0	10	2
1	PHF20	1.07	1.4877	0	0	19	0
1	ITPRIP	2.98	2.1445	1	0	10	2
1	TBC1D12	1.07	1.4878	0	0	19	0
1	PDS5A	1.07	1.4878	0	0	19	0
1	MED14	1.07	1.4930	0	0	19	0
1	COL11A1	1.08	1.4980	0	0	19	0
1	ATG14	2.98	2.1444	1	0	10	2
1	TBC1D13	1.07	1.4929	0	0	19	0
1	MPP5	4.89	2.6397	3	0	10	4
1	HIP1R	1.07	1.4929	0	0	19	0
1	SUSD5	1.07	1.4930	0	0	19	0
1	STXBP1	1.07	1.4878	0	0	19	0
1	FAM46A	4.86	2.6320	3	0	10	4
1	CYFIP2	2.97	2.1379	1	0	10	2
1	LSM11	1.09	1.5138	0	0	20	0
1	HMGXB3	2.99	2.1511	1	0	10	2
1	C11orf30	1.07	1.4878	0	0	19	0
1	UNC119B	1.07	1.4930	0	0	19	0
1	ATG16L1	1.07	1.4930	0	0	19	0
1	ITGA6	2.97	2.1378	1	0	10	2
1	DENND4C	1.07	1.4877	0	0	19	0
1	CASC5	1.07	1.4930	0	0	19	0
1	LIG3	2.98	2.1443	1	0	10	2
1	ASAP2	1.07	1.4929	0	0	19	0
1	HIPK1	1.07	1.4929	0	0	19	0
1	ADNP	2.98	2.1444	1	0	10	2
1	ZER1	1.07	1.4929	0	0	19	0
1	NOTCH2	1.07	1.4878	0	0	19	0
1	ZC3H13	10.60	3.7518	9	4	19	10
1	KRBA1	1.07	1.4878	0	0	19	0
1	MCM8	4.86	2.6319	3	0	10	4
1	LPPR4	1.07	1.4930	0	0	19	0
1	RCOR1	1.07	1.4877	0	0	19	0
1	NUP153	1.07	1.4878	0	0	19	0
1	CRNKL1	1.07	1.4930	0	0	19	0
1	CDC42BPA	1.07	1.4878	0	0	19	0
1	NINL	1.09	1.5086	0	0	20	0
1	WDR48	6.76	3.0468	5	1	13	6
1	ERI1	1.07	1.4878	0	0	19	0
1	TRRAP	1.07	1.4878	0	0	19	0
1	ZNF436	2.97	2.1378	1	0	10	2
1	TIMELESS	1.07	1.4878	0	0	19	0
1	NCAPD3	8.66	3.4117	7	2	15	8
1	CBL	1.07	1.4879	0	0	19	0
1	SMIM13	2.99	2.1510	1	0	10	2
1	TBC1D8B	2.99	2.1511	1	0	10	2
1	MAN1A2	2.97	2.1378	1	0	10	2
1	FBXO45	1.07	1.4879	0	0	19	0
1	BRD3	2.97	2.1378	1	0	10	2
1	DSP	1.07	1.4878	0	0	19	0
1	DOPEY1	4.86	2.6319	3	0	10	4
1	MUT	2.98	2.1444	1	0	10	2
1	VAT1L	1.08	1.4981	0	0	19	0
1	PDCD11	1.07	1.4878	0	0	19	0
1	TRIM35	2.98	2.1445	1	0	10	2
1	USP24	2.98	2.1445	1	0	10	2
1	FMNL3	2.99	2.1510	1	0	10	2
1	CEP135	1.07	1.4929	0	0	19	0
1	SWT1	1.07	1.4929	0	0	19	0
1	ARHGEF11	4.93	2.6554	3	0	10	4
1	SVEP1	8.66	3.4117	7	2	15	8
1	WDR35	1.07	1.4878	0	0	19	0
1	CCDC93	2.97	2.1377	1	0	10	2
1	EXOC6B	2.98	2.1444	1	0	10	2
1	TJP2	4.86	2.6319	3	0	10	4
1	TOX	1.09	1.5139	0	0	20	0
1	REV1	1.07	1.4878	0	0	19	0
1	NCR3LG1	1.07	1.4930	0	0	19	0
1	FAM26E	1.07	1.4877	0	0	19	0
1	SLC1A4	2.97	2.1377	1	0	10	2
1	ATR	1.08	1.4981	0	0	19	0
1	DOCK11	1.07	1.4878	0	0	19	0
1	ARHGAP20	1.07	1.4878	0	0	19	0
1	FAM171A1	1.08	1.4981	0	0	19	0
1	ZSCAN29	1.07	1.4877	0	0	19	0
1	RP11-958N24.2	1.07	1.4878	0	0	19	0
1	ABCA2	1.07	1.4878	0	0	19	0
1	KIAA0753	1.08	1.4980	0	0	19	0
1	WASH5P	1.07	1.4929	0	0	19	0
1	CENPF	2.97	2.1378	1	0	10	2
1	SLC5A3	1.07	1.4878	0	0	19	0
1	PIKFYVE	2.97	2.1378	1	0	10	2
1	ZNF41	1.07	1.4930	0	0	19	0
1	EPHA2	1.08	1.4982	0	0	19	0
1	AREL1	2.98	2.1444	1	0	10	2
1	SLC2A12	2.97	2.1379	1	0	10	2
1	IKZF5	2.98	2.1444	1	0	10	2
1	CAND2	1.07	1.4930	0	0	19	0
1	ADAM17	2.97	2.1379	1	0	10	2
1	DCLRE1A	1.07	1.4929	0	0	19	0
1	WWC3	4.86	2.6319	3	0	10	4
1	NRIP1	4.91	2.6476	3	0	10	4
1	CDCA2	1.07	1.4929	0	0	19	0
1	CCDC117	1.07	1.4931	0	0	19	0
1	ABCA1	1.07	1.4928	0	0	19	0
1	CES2	1.07	1.4929	0	0	19	0
1	NSMAF	4.86	2.6319	3	0	10	4
1	ATAD2B	1.07	1.4930	0	0	19	0
1	ERMP1	1.08	1.4981	0	0	19	0
1	TCF20	1.07	1.4930	0	0	19	0
1	WDR60	1.07	1.4878	0	0	19	0
1	SMG1	1.07	1.4878	0	0	19	0
1	YOD1	1.07	1.4878	0	0	19	0
1	NOM1	1.07	1.4930	0	0	19	0
1	NHLRC2	1.07	1.4878	0	0	19	0
1	ZBED6	1.07	1.4878	0	0	19	0
1	FZD4	1.07	1.4878	0	0	19	0
1	ZNF160	1.07	1.4929	0	0	19	0
1	SRGAP1	8.66	3.4118	7	2	15	8
1	LRRC8C	2.97	2.1379	1	0	10	2
1	CLOCK	2.99	2.1510	1	0	10	2
1	TARSL2	1.07	1.4879	0	0	19	0
1	ZNF33B	1.07	1.4928	0	0	19	0
1	ZNF230	1.07	1.4930	0	0	19	0
1	ZNF275	1.07	1.4877	0	0	19	0
1	TMEM110	1.07	1.4877	0	0	19	0
1	SLC18A2	1.07	1.4878	0	0	19	0
1	OTUD3	1.07	1.4877	0	0	19	0
1	MMGT1	1.07	1.4878	0	0	19	0
1	GPAM	1.07	1.4878	0	0	19	0
1	YEATS2	2.97	2.1378	1	0	10	2
1	SYNJ2	1.07	1.4879	0	0	19	0
1	PLXNA3	1.07	1.4878	0	0	19	0
1	SCUBE3	10.60	3.7518	9	4	19	10
1	NCOA3	1.07	1.4877	0	0	19	0
1	YTHDC2	3.01	2.1578	1	0	10	2
1	SCAF8	1.07	1.4878	0	0	19	0
1	SLC7A11	6.76	3.0470	5	1	13	6
1	ARIH1	2.97	2.1379	1	0	10	2
1	KIAA0754	1.07	1.4930	0	0	19	0
1	ZNF202	1.07	1.4879	0	0	19	0
1	DNAH5	2.98	2.1444	1	0	10	2
1	HERC2	8.66	3.4117	7	2	15	8
1	TMEM104	1.07	1.4930	0	0	19	0
1	DTX4	1.07	1.4929	0	0	19	0
1	DGKZP1	1.07	1.4879	0	0	19	0
1	MON2	1.07	1.4878	0	0	19	0
1	MICAL1	1.07	1.4877	0	0	19	0
1	PRPF8	25.74	5.7313	24	15	38	25
1	ACSL1	1.07	1.4879	0	0	19	0
1	AGPS	1.07	1.4930	0	0	19	0
1	KIAA2026	4.86	2.6319	3	0	10	4
1	AGGF1	1.08	1.4981	0	0	19	0
1	RASGRF2	2.97	2.1379	1	0	10	2
1	C10orf54	1.07	1.4878	0	0	19	0
1	TMEM194A	1.07	1.4878	0	0	19	0
1	LARS2	1.08	1.4981	0	0	19	0
1	NAV1	18.15	4.8400	17	9	28	17
1	RPRD1B	2.97	2.1379	1	0	10	2
1	ULK4	2.99	2.1511	1	0	10	2
1	CEP41	2.98	2.1443	1	0	10	2
1	TWISTNB	1.07	1.4879	0	0	19	0
1	ABCC5	1.07	1.4930	0	0	19	0
1	ZKSCAN2	1.07	1.4929	0	0	19	0
1	ZFAT	1.07	1.4878	0	0	19	0
1	ZNF470	1.07	1.4930	0	0	19	0
1	FAM13A	6.79	3.0557	5	1	13	6
1	UNC13B	2.97	2.1378	1	0	10	2
1	C1orf112	1.08	1.4980	0	0	19	0
1	ATF7IP	1.07	1.4877	0	0	19	0
1	IGHMBP2	1.07	1.4878	0	0	19	0
1	WDR66	2.97	2.1378	1	0	10	2
1	LPGAT1	1.07	1.4929	0	0	19	0
1	ASPM	1.07	1.4879	0	0	19	0
1	JAG1	1.07	1.4929	0	0	19	0
1	SPRED2	2.97	2.1378	1	0	10	2
1	KLF3	1.07	1.4929	0	0	19	0
1	CDKN2B	1.07	1.4878	0	0	19	0
1	PINK1-AS	1.07	1.4879	0	0	19	0
1	UBR3	1.07	1.4877	0	0	19	0
1	CAD	2.97	2.1379	1	0	10	2
1	OSBPL2	1.07	1.4930	0	0	19	0
1	KLHL25	1.07	1.4878	0	0	19	0
1	ZBTB11	1.08	1.5034	0	0	20	0
1	TSTD2	2.98	2.1445	1	0	10	2
1	DIO2	1.07	1.4929	0	0	19	0
1	TICRR	2.97	2.1377	1	0	10	2
1	SOCS4	1.07	1.4878	0	0	19	0
1	VPS13A	2.98	2.1443	1	0	10	2
1	GPATCH1	1.08	1.4982	0	0	19	0
1	KREMEN1	4.86	2.6319	3	0	10	4
1	LEMD3	1.07	1.4930	0	0	19	0
1	ASCC3	1.07	1.4878	0	0	19	0
1	DARS2	2.98	2.1444	1	0	10	2
1	MAVS	1.07	1.4930	0	0	19	0
1	ARID1A	2.97	2.1378	1	0	10	2
1	TBCD	1.08	1.4980	0	0	19	0
1	VPS39	2.97	2.1378	1	0	10	2
1	BCL9	2.97	2.1378	1	0	10	2
1	ZSCAN30	1.07	1.4930	0	0	19	0
1	PTGFR	1.07	1.4929	0	0	19	0
1	FAM217B	4.86	2.6319	3	0	10	4
1	MED23	2.99	2.1511	1	0	10	2
